GroupingID,CurrencyID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,ComponentID,SystemComponentID,SystemComponentID
8,1.2675200183311257,0.8827631231819617,1.0064386994694363,0.9886173624688293,1.0085246710801234,0.9999787093548065,0.997017043778029,0.8205283845388497,0.9939205072219672,0.9931754581877523,0.9907827471357246,1.0041642458631084,0.9886531398849732,0.9965940750662405,1.0088801292400926,0.9953930949387212,1.0094590976947553,0.993729523929841,0.9998955354663618,1.011711813802348,0.9931716216880907,0.9949135622742394,0.8046045793453535,0.9985055281751091,1.0094303200487527,0.9892875784597964,0.18250097488487346,4166.882743664752,779.5167410325956,0.19413298858124295,1.0,1767.0525650121238
9,1.2402028676171233,0.8158010894028042,1.0058388194471541,1.0033263732193067,0.9888463227275825,1.007665311785456,0.9969312426020602,0.8728087479710431,1.0041356580310012,0.9935442449347063,1.0047400820608503,0.989460029384633,1.0102322109664013,1.014174344589536,1.0153835876465584,0.9938110467724163,1.0005383255233924,0.9941103498157584,0.9922886538165535,0.9995929630328314,1.004784447608605,1.0122746920156886,0.8069442004368124,0.999293399088885,0.9870617308535699,1.0100195988891385,0.18119488933566288,4423.347329972978,536.8719662584487,0.1874167886910592,0.9832069854013556,1767.2072990794088
10,1.309463173694969,0.7969620689111608,0.9949902292650872,0.997603653898856,1.0018914936423116,1.0028630848707079,1.0111077693632995,0.8250632268748024,0.979414009110344,1.0012045386119677,0.995895236455383,1.00907794040601,0.9944983718275529,1.000666312622154,1.013696331918149,0.9911949724209633,0.9959162446568992,0.9953107341905557,0.9916260880537495,1.0038027016446034,1.0104772804402675,0.9856606398105952,0.8138990216255405,1.0099414982894015,1.0069217052442698,1.0030884393812602,0.1883070030924907,4780.8711012438525,718.0686954568365,0.1857085409110646,0.906574778866062,1763.1645246905134
11,1.3917441221398112,0.8284064209723364,1.001095796676832,1.0018549404673398,1.0041857293099352,0.9981657297786987,0.9849146580460101,0.8402209794534191,1.0085238220335628,0.996792143277199,1.0102565836243589,0.9962162410150331,0.9989973515259495,0.9878584173469299,1.003109025256605,0.9975101079049683,0.9951694678510842,0.9974388796092314,0.9972412915675801,1.0085758464190309,1.003865317719657,1.0098286267958594,0.8208310023740493,1.0078167387501498,1.000257595605329,1.0061952725728942,0.18366009622461638,4766.734084472124,846.3424416028605,0.18097387796942896,1.0,1758.0397642547305
12,1.294275930109948,0.8295696249908047,1.0066420515485854,0.9957446434885842,1.0008359883101792,1.0048653612866316,1.0041654792743793,0.8120918207916521,0.9989753870784188,1.0046554926108802,1.0022476714162956,0.9945187486504503,0.9926166100133971,0.9881227163153639,0.9986126711716589,0.9935918186862993,0.9990937388969183,1.0063764694839954,0.9949295178681863,0.9902166681779997,1.000118730605844,0.9767330271185176,0.8257749357114474,0.9997661182709643,1.005385001511737,0.9949167795884784,0.18739452542744583,4083.768914328874,567.6326466804551,0.18138682247939528,0.9992698570091889,1770.6700686709935
13,1.2716330766522796,0.8266439947890043,0.9956373227607234,1.007085809911832,1.0003944677882939,1.0040104498327713,0.9993640722181278,0.875524465039658,0.9936670705056744,1.0108971245621987,1.0015791973333605,0.998599492466383,0.9958226628163789,0.9908578732104675,0.9999848414563945,0.9978795406919804,0.9946361978518332,1.0013008827549883,0.9935479081850329,1.0117982385631314,1.0030176504322041,0.9959079544602818,0.8256623686355032,0.9934644914368507,0.9854923152338858,0.9973382802142009,0.1838082329861589,4839.811171207166,895.7497412476145,0.18005817495615187,1.0,1766.9117078009963
14,1.4161604442208053,0.8617959611550524,1.0011510571537625,0.9947254868135391,0.9871956414645634,0.9953821330821118,0.996053313954722,0.826967814712656,1.0127904234106262,0.9797040997797688,0.996883264712904,1.0035511052756092,1.0152122929596568,0.9908841750860281,0.982653908864229,1.0138677796165,1.001784264427103,1.0109367323779208,0.9961405168237075,1.0020395579424846,0.9926656465174399,1.0082594767981112,0.8777086440815248,0.9955523230213222,1.01859292557918,1.0064773854959703,0.1846837493703201,4242.823989087262,520.6437894362592,0.18079999939759983,0.9310442556977117,1769.1794057047775
15,1.3201190981034696,0.8439448920433101,1.0086323735010332,0.9869716318474668,0.9886658249334781,1.002948585767374,0.9994473081293007,0.8222575434131395,1.00209424156348,1.0011484403529285,1.0062427192376249,1.0043950298794948,0.999425684523448,1.006322670952006,1.0080288765712038,0.9973691686606551,0.9941192823956096,1.0077171935162983,0.9928340926165765,0.9873811157007243,1.0035814518259885,0.9929047186822472,0.8477923641535158,0.9993832006967528,1.015917138448083,0.9944267518428925,0.19294665833707927,4333.263422181835,536.1774313284276,0.1882417124952244,0.9486716809162871,1769.715622146291
16,1.3082593361347061,0.8121415725339759,0.9991969654794068,0.9825230236126135,1.0117137683787218,0.9934400204493182,0.987713460631239,0.8209832418270543,1.0124540027594031,0.9948097160115481,1.0263840609097363,1.0054207133975417,1.0068143745088995,0.9882007762918658,0.9843905320870425,0.9960996169760032,0.9963080682197751,0.9945498931090349,1.002780626164864,1.0011545716829808,0.9977781272886335,0.9923471372580178,0.825039370871656,0.9936681824904584,1.0124422347878066,0.9980617105897669,0.18784950147000493,4178.355256358323,541.7662872217833,0.1809478886779886,0.9805270184441587,1765.8147840534857
17,1.2413997050355174,0.8362198013803431,1.0101646919066576,1.0032610850546164,0.9840265016204176,1.0081473594742958,0.9885865622136559,0.8220240608516692,0.9725736963459657,1.00875228984378,0.9944055154701715,1.0041636331948307,0.9800011453290377,0.9911961457208377,0.9963911853606411,1.0001912462698836,0.9962690341306494,1.003763938257233,0.9890643705014568,0.9993877698254217,1.0077934467379523,0.9965293934610598,0.827757910397665,1.0007056653102504,0.9939713832534979,0.9982988648902217,0.1836862119159801,4405.9100525608765,938.3713171241418,0.18431133957904305,0.9778190584597183,1769.3524918731146
18,1.3651472192753131,0.8509288110086174,0.9929862453293313,0.999030739241997,1.0003021158039564,0.9932704012570007,1.0059238377523052,0.820322557556191,0.9944375144656713,1.0004501947177011,0.9913885859697181,0.995096227980799,1.0033376556028921,0.9914763591811291,0.9977360048377965,0.9976450235431729,0.9809223904173804,1.0078318256453758,0.997271756232012,0.9982202320472289,0.9984152773140249,1.000461028172206,0.8579009514791133,0.9919485348622926,0.9872553944216391,1.0006420313570652,0.1895533087314764,4519.336242826264,650.7289960519313,0.1808522479837779,0.8456076424444784,1769.204973703586
19,1.4543518635983046,0.8082042583510617,0.9952424901790774,0.9977831060002754,0.990562149301044,0.9931629740372244,0.9994492833152788,0.8432488920814892,0.9987623673272913,1.013280950073059,0.9872609883009422,1.0050685876569143,0.9771397671065936,0.9943959639556401,0.9954263269392172,0.9870190938076818,1.0022717668653114,0.9905271614384512,1.0008260816651737,1.0054431699530137,0.9980688381174637,1.0118899539263169,0.823571079137071,0.9969135471068472,1.0041632032499745,0.9917067211473876,0.18305051060240515,4629.673195449501,785.5756522750369,0.19505373122422806,1.0,1769.4749755813518
20,1.5025925006662106,0.9366073548567642,1.0069878120088767,0.9957538087201651,1.0097426520599468,0.9868183816206546,0.9921307776352507,0.837274870169752,1.0053379149110393,1.0040223346750168,1.0026252736871395,1.003478149664754,1.0031714793707769,0.9906679455912559,1.000205498427535,0.992831088260297,0.9921963700244222,1.001497355930335,1.0055277113852004,0.99970815412456,0.9982807172967937,1.0004650799128803,0.8481266496914852,0.9861809012415125,0.9913011346372721,0.990776644039402,0.18637942047930722,4574.23127571,779.8278170396611,0.18572724661870052,1.0,1759.399286879588
21,1.351205554721067,0.9211069990131562,1.00489616399929,0.9904835563141827,0.9987101169826123,1.0026651940847724,1.0100893544838399,0.8021105103961362,1.000409667094677,0.9953893879899262,0.9994766846140432,0.9923375805135158,0.9981093786728037,0.9882131388461957,0.9995615111037608,0.9970292733958036,0.9891285716354183,0.9873801388834693,1.0026807157253699,0.9959158565026868,1.0046805487568546,0.9971303095363706,0.8060360474165488,1.0066807671634836,0.9740235747037965,0.9971233514645585,0.1830357362855853,4717.0080314520765,822.4684079449755,0.18565774003093832,0.9490463663643482,1769.0934880200673
22,1.4971403847887064,0.839399233185949,0.9958375093493037,0.986201451908189,1.0210227388282993,1.0036780694520748,1.0108484155961683,0.9174615462662418,1.0020268144993685,1.00400259099436,0.9909274787269193,0.9948471950159211,1.014745347486872,1.0003012821062178,1.006271563831997,0.9959339740225015,1.002681666476114,0.9936259640958802,1.010026467310283,0.9915246708874296,1.0071843814788615,1.0012220872134316,0.845640446585448,1.0138563166443306,0.9974440395629652,0.9886929168145699,0.18017936905715112,4549.323434164759,1139.2629507619333,0.181284122962386,0.9304730519792327,1770.2905935913225
23,1.4058576551896789,0.9030509936691808,0.9924430184519885,0.9973417386125168,0.9941407787882315,0.9964539472328899,1.007502723387241,0.8078986886861755,1.003025952554,0.9942697255231786,1.0153583102954244,1.0055380686849646,0.9970719816441945,1.0081063209631749,0.9929605391661842,0.9955118702707451,1.004288091101215,1.000361198792558,1.01099133285638,1.0044053733028617,0.9839159339083257,0.995088070247651,0.8323172190735729,1.0166198481300734,1.009377342419999,0.9916580063840901,0.1846639961518875,4474.121738922836,514.110761027481,0.18152410869051852,0.9168891242094515,1759.3417371027765
24,1.2261775927865777,0.8194788973054515,1.0196876441773135,1.0001377490931234,0.9969720047844995,1.007760855541015,1.0185592916119173,0.8150367141615067,1.0120975843141797,1.0039826247999877,1.0001176535196765,1.0028924737779825,1.0037667697468151,0.9949245585555733,0.990155898932771,0.9845557191561017,0.9991514073917545,0.9938819552692152,1.0035940730884914,0.9929633826894295,1.0004600235316654,1.0007265856366807,0.9433509362518484,0.9908579999021278,0.9982200909980288,1.0093702056218308,0.18016300410519462,4375.345254239378,1372.7765371720222,0.1908395515049162,1.0,1761.3234843815544
25,1.2144200211218878,0.8507902117117467,1.0117153869338353,1.0096514462013104,0.9928020349472658,0.9983987731471388,0.9872649217105355,0.8064955520177648,0.9889774624079826,0.9893797327166922,1.0058936002893937,0.9925286496129215,1.0072579796558583,1.0108355247163747,0.9941897135960531,0.9960209936009564,1.0097826456218333,1.001649572713045,0.9834617644658301,0.9930049220978006,0.9918764470890191,1.0000168943926993,0.8319751874253483,0.9879841160967036,0.9901160794057818,1.0053972226806105,0.19297562578140715,4487.728951637671,852.023882093535,0.18174500580383002,0.9491621142432072,1769.9660279803898
26,1.3392139301070192,0.8422480491542613,0.991848372217968,1.0093213052931016,0.9948168249923999,0.9898326175193771,1.0010510326994173,0.8187351205612826,0.9954713472173118,0.9928298735739158,1.0114375601851502,0.9956583870230802,0.9929416577319471,1.0039316194611374,0.9989865564752363,1.0085137161669524,0.9940090207184048,0.9990352659102754,1.0078547838437937,0.9994901166361106,0.9940076627643445,0.99979792865065,0.8179673487029693,0.9940432291216231,0.9899834629155547,1.0090668896948123,0.1805762370836488,4600.220688199989,709.5220252610976,0.18222367580321325,0.865345532653958,1767.5068319163724
27,1.2065588489742032,0.8155669962801293,0.9953199690843321,1.0149542061769123,1.011161970242978,1.0168134207467343,0.9959007446412435,0.8400959333399576,0.9988171666020532,0.9943849639222401,0.9875316289779825,0.9954978582111501,1.0031687848649697,0.9961229229608024,0.9840452157112846,1.0104265817239746,0.991943517287938,0.99149385018245,1.0047750867826128,0.9980191185826035,0.9892813623616445,0.9970444892799405,0.8047425965189843,0.982656865152192,1.0006902237729298,0.991979213595387,0.1806720062431145,4178.131126790983,989.3597206035757,0.18585542408649494,0.8012711614303467,1769.9508980919309
28,1.3006560501056743,0.8040976168046665,0.9962038595168691,1.0047880669790865,0.9994210913524337,0.9956160031447385,1.0068129821131393,0.8577942178970729,0.991720431116433,1.0067418428538581,1.010630596421516,1.0029358516554778,1.003189734956881,1.0005757936204311,0.9888105606145147,0.9996676195457166,1.0076017939479183,1.007084641938006,0.9957317419438162,0.9948879211841565,0.9981378452154276,0.9920131254890459,0.8073728227354713,0.9986980719754678,0.9997031373203766,1.0036521673800363,0.18364575170837483,4686.4956016311435,753.5354413353244,0.18094294251719534,1.0,1769.3985362304304
29,1.2553026620288987,0.8232737275766594,0.997723984974647,1.0023856364084889,1.002017511501049,0.9958121862994357,1.0076164026055725,0.8114975117043427,1.0064099810783813,1.0027685772286044,0.9836385367827334,1.0013352771253112,0.993235035981994,1.0036320719348828,0.9983173701535385,1.004015805936569,1.000781060537576,1.0004589264395105,1.0005937085657783,1.0041004051599833,0.9887633714115841,1.0044031143159042,0.8526252143207237,0.996787595235058,1.0089316747349741,0.994759384069774,0.19358461458723134,4295.170424560798,415.5619006105661,0.18232202507720305,1.0,1769.5239882600843
30,1.3574083360129516,0.8773916487812347,0.9951155072211374,1.0108460149998397,0.983307261283134,1.0052946069395337,1.0092012182871317,0.8191541852896284,1.0004442673032168,0.9967423355197412,0.9926202247370538,1.0053462470313466,0.9984556648327523,1.009475727129466,1.0058867153061548,0.9931164496014996,1.0053294317292565,0.9840254977014992,1.0079346376108616,1.006891972169029,0.9917828429210306,0.9977207742181206,0.9112363025181724,1.01432757466137,1.0024459223739455,0.988596334389259,0.18859557544608516,4816.203580811672,643.2220202297306,0.18482971782407032,0.8540732935274342,1764.7234417255831
31,1.2547646006317907,0.856167413341911,0.995490910979005,0.9977974454645926,1.0021505318803905,0.9899450398419364,0.9930970182502966,0.8298306477610772,0.9906367359122639,1.0090863188829542,1.01188856769197,0.9971115950729651,0.9917224021323037,1.0010218530300403,1.0115195858491757,1.0191442321844866,1.005282171120438,1.0083424448961393,1.0215301381621151,0.9932084360481215,0.9881121411191711,0.9998828289911457,0.8272532766527406,1.0078052182173305,0.987771001565365,0.995176857450839,0.18894993641596408,4349.352833901281,850.0534714340778,0.18180124316782137,0.8398050615195763,1764.3667303275113
32,1.2577029916877405,0.818830983444607,1.003515697395833,1.010785596857745,0.992647299992974,0.987169335347465,0.9881069951573355,0.8163565893907061,0.9961661360161659,1.0103072813664962,0.9961260174267783,0.9920034275377634,0.9970124092564119,0.9865580557790578,0.9825007760088202,1.0078517595463354,1.0033742371594918,1.0056111154317073,1.0088825207065235,1.0097500112948083,1.003119515994605,0.9953284984428945,0.8492077171853362,0.9998849225532137,0.9976359504886352,0.9938205310710253,0.1962715802230426,4487.690195533723,844.7246446856898,0.1802373780837233,1.0,1769.7220096673682
33,1.3926869387981309,0.8452142494405951,1.0072426029679742,0.9830545451391133,0.9989576816595702,0.9948845939303665,0.9975050575813638,0.828799084639404,0.9904259150818998,0.9964262814618968,0.9978119316199328,0.984228044519972,1.000667322167212,1.0009011823579312,0.9995061084898099,1.0022105418304939,0.9959834318191446,1.0198751205378105,1.0004059742240443,1.0011871713101916,1.0038616099824207,1.0032825523610602,0.8427045840185414,0.9975430303168275,1.006944040940274,0.9802005592772507,0.18248130445131278,4433.521887100095,734.0623038329586,0.18489464745925602,0.9998108889255349,1764.7097457948505
34,1.2380916843895102,0.8055879461684319,1.0030746333503378,1.0016116864161408,0.9971955002526871,1.0113731760605957,0.9915405370116541,0.8352691603684254,1.0014934692679145,1.006456295532823,0.9991421369497022,0.9985696541376944,0.9947011478495683,1.0047806705918654,0.9900205764112524,1.0079506919545258,1.0108359954300243,1.0022412301716819,0.9980978827468524,1.007810688158206,1.0017820840735239,1.0160442943872332,0.8325664468270306,1.002294621694295,1.0159540770884012,0.9962774842913833,0.18223436542805904,4417.625331642924,947.8024695720194,0.18488914537271428,1.0,1769.8728480313753
35,1.3412907515244674,0.8214304074978265,1.0008928697683377,0.9868900177185356,1.001622242134974,1.0043189328471418,0.9872064770654642,0.8231704066467146,0.9969630869245809,1.0047348235052433,0.9915385815716322,1.0072393558923989,1.0010538776005595,0.9981502521928984,0.9976940542429504,1.0012721190358014,1.0005053424733987,0.9911149665931279,1.0064858645578223,1.0053538406498175,1.0045824049881789,1.009072305353834,0.9237472248877996,0.9897381412003077,1.0150722069339702,1.0047690725213094,0.18917448225454472,4670.19695636087,799.1589877959881,0.1853548275349081,1.0,1769.4424916082817
36,1.36010833855344,0.8254003288528958,1.0015892285453107,0.9955631491389826,0.9962497455159526,0.9894956833571062,0.9906321164163073,0.8263922058755998,1.0042657891737816,0.9934578131061339,0.9960269394194947,0.9972364884276814,0.9992743914694323,0.9886698291213637,0.9930440335968458,0.9951125047120533,1.002334604005543,1.0004019523954675,0.9991073187969918,1.0017886409189187,1.0032638524558672,0.9956157064714665,0.8176311733144781,1.000519409222268,0.9973520800366343,1.0076471962239468,0.1852686765601078,4798.4907530692235,596.3264939176496,0.18523622992636307,1.0,1770.2272261537128
37,1.446425437689995,0.8144005814937837,0.9919402152355415,0.9957101679870664,0.9886027323889466,0.9891075825014899,0.9918300519711095,0.8197754366920499,0.9909538770943204,1.0034712864578423,0.9982705620464356,1.0059806376180842,0.998758178477283,1.0017380307401793,1.0057978485609518,0.9921678246221558,0.9881966622620262,1.0037134263974457,0.9943509512213189,1.0016404352758181,0.9982221376123981,1.001019409890018,0.8721598796913659,1.006453579048032,0.9939682357322465,0.9846660347941063,0.18053202011245115,4567.1516679095685,546.0824727181973,0.18290867964820443,1.0,1771.6317313766044
38,1.3094500055738179,0.8814002215968048,0.9892805300194768,1.0130124704874506,1.0035742267427747,1.0059034824710218,0.9947216969852956,0.8963011676887076,0.9883119480899792,1.0092305071712524,1.008734021806983,1.0060280674037945,0.9989406401628302,1.0079941431237132,1.0022707520569252,1.0123393193995047,0.9929774953225341,0.9871688044232362,0.9861900897873234,0.997436207725371,1.0090392451195707,0.9945978960998548,0.8197788959021444,0.9969855619505171,0.995447243773725,0.9961900402708638,0.19173809885886547,4596.174800952568,1109.5505970619174,0.19327435117430458,0.7954992050751319,1770.120724498274
39,1.290632425299722,0.8995500131987307,1.0025333121388675,0.9929549384620867,1.0151913505133383,1.0047147183981449,1.0047584710624056,0.8505814596233534,0.9922886494576246,1.006347985317929,0.9988630516602177,0.9934974548490035,0.9931636828080009,1.013379499550213,0.9923784821787713,0.9978553123423264,1.0053629283225745,0.991787742705804,1.003127035185061,0.9867203127743666,1.008145767754233,0.9989487524716704,0.8290928485692398,0.9922007880595347,1.0033008218883068,0.9990663662926814,0.18728714489802442,4676.465635191809,994.4691978392976,0.1855444249995582,1.0,1761.376857842073
40,1.3551706911623391,0.8279728691769961,0.9986079835046384,0.9910282616448087,1.0000386719836802,1.0135481787543583,0.9955131737887207,0.8523928493825642,0.9937234381559706,1.0026828247327124,0.9951725834979926,0.9986520798253165,1.0064052247702848,0.9852591167970246,0.9898244697605932,1.0067686357621164,0.9908594369630624,0.9998354791793618,1.010323793847521,1.003279201134007,0.9961469721558972,0.9908822025937889,0.82795338096767,1.0079597722180405,1.0099056203522507,1.0118661713699237,0.19506349822401012,4632.365112305823,771.0691713739928,0.1843375861230159,1.0,1766.5911357076793
41,1.3550569725087351,0.8192439794839742,0.9933056801771192,1.0141068472997727,1.0053693772744472,0.9988025334021259,0.9909258522872193,0.8239326970180872,1.0019012497469464,0.990328266283931,1.006973816152068,1.0016298636410719,1.0050126437986313,1.0041971331298885,0.9990781420135593,0.9969922612418218,1.002355630954015,1.0055212503771902,0.9973382465902059,1.0086040197946038,0.9903228701072794,1.0069798431888073,0.8512696011856149,0.9989742927212897,1.0009111180161991,0.9987309644956224,0.1961198547040306,4558.158564963338,832.0924851108749,0.18220438837413622,1.0,1770.3514051165623
42,1.3380773847958634,0.9656363789504031,1.003589586889588,1.0089715957478045,0.9937558693727178,0.9996900723015869,0.9968372865854275,0.8336254458091084,1.0072225174094276,0.9976428747603048,0.9982724571047462,1.0059363288373429,1.0007111315547987,0.9880277310248121,1.0080195347236929,1.004933651623754,0.9967958242510278,0.9983415102247887,0.9983558379970185,1.0004229822402084,0.9947868197834062,0.9925878117813275,0.827117743163835,1.0127007583789482,0.9993189881898839,1.006742465904728,0.18538248578600047,4365.68204009522,1101.037180697126,0.1893112447305208,1.0,1769.4556752484273
43,1.389278607701094,0.8786791838745035,0.99316097020867,0.9941917359525586,1.0148047251606915,1.0131586213926442,0.9876597630791087,0.9521205964206169,1.0069382865069851,0.9901872438595578,1.003445605686113,0.9830601367016306,0.9895360818064303,0.9953147826978199,0.9994832139494515,1.005318474426975,0.9980982311105271,0.9962471527347257,1.0043171005751048,0.989499636400808,1.0049346435126103,0.9996472896822457,0.8846424409437204,0.9943822954972011,0.9950334733932157,0.9903575036357735,0.18464974810395413,4873.490543929657,914.0847385580594,0.19466498675852206,1.0,1769.2326288759432
44,1.365491480454268,0.8229077932019229,0.9838662136839526,1.0103298337374906,1.0034729861536782,1.005326139521797,1.0111793613457254,0.8256719756937357,0.9930804480494265,0.9969602193028184,0.9991548788532627,1.0092876187321655,0.9962443281261186,1.0005550339932923,0.9978707332820662,0.9962903447228989,0.9906068798626062,0.9988870914146784,0.9959214993723812,1.0038575407815535,1.0063677695752156,0.9915393248772556,0.9187318338269117,0.9946682234330795,0.9985540851814729,0.9988121481014604,0.180526190178613,4811.7129507786185,822.1281366100567,0.18595013645167616,1.0,1763.0108259210765
45,1.1918371491960273,0.8772525028827981,0.9933472327140365,0.9976075095430602,0.9963768798066552,1.00561727210343,0.9858818488688147,0.8378861638573113,0.9952798852823538,0.9987637946919531,1.0151911191573635,0.9985681022041161,0.995248018289367,1.0030412886401872,0.9881795751040721,1.0074230221564981,1.0199243706532555,1.0123804722550669,0.9880177988347124,1.0000728578684868,1.0020772213624225,0.9957299921408908,0.8100622886312393,0.995587802503641,1.0031433993795802,0.990790537661952,0.18232700545080682,4623.100468835052,773.3468699707452,0.18016982702896725,1.0,1756.465496967036
46,1.312963387423376,0.865130180099072,0.9896774999328497,1.0045024287957816,0.99036196770304,0.9952627381169122,0.9849471788369916,0.8496204877152485,1.0077965324852542,0.9971818206160766,0.9770661456388735,0.9975011011205249,0.9866920335800571,0.9989254616705373,1.0069705258047232,0.9915465070714793,0.991692699629426,1.0140316302805685,0.9928272856900229,1.0045653253136941,1.000209673952636,1.0030447183564528,0.8514442012302927,1.014329455408047,0.9977126715914365,1.0198747242095234,0.1935875349999218,4343.999514777029,836.1814965216039,0.18003946606839732,1.0,1770.0753787564456
